LAP_ID,BRAND,LAP_TYPE,INCHES,SCREEN_RESOLUTION,LAP_CPU,CPU_SUBCATEGORY,RAM_SIZE_GB,MEMORY_SIZE,MEMORY_TYPE,LAP_GPU,GPU_SUBCATEGORY,OS,WEIGHT_KG,PRICE
660,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6300U 2.4GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.56,65481
661,Lenovo,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"500GB ",HDD,"Intel "," HD Graphics 500","Windows 10",2.20,22324
662,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.20,28505
663,HP,Notebook,15.6,1920x1080,"Intel "," Core i3 6006U 2GHz",6,"1TB ",HDD,"AMD "," Radeon R5 M430","Windows 10",2.04,28718
664,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.70,79215
665,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i3 6100U 2.1GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.10,26533
667,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"AMD "," Radeon 530","Windows 10",2.10,39694
668,Toshiba,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.00,67026
669,Acer,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520",Linux,2.10,21951
670,Microsoft,Ultrabook,13.5,"Touchscreen 2256x1504","Intel "," Core i7 7600U 2.8GHz",8,"256GB ",SSD,"Intel "," Iris Plus Graphics 640","Windows 10 S",1.25,99519
671,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",HDD,"AMD "," Radeon R5 M430","Windows 10",1.90,43580
672,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.30,55092
673,Lenovo,Notebook,35.6,1366x768,"AMD "," E-Series E2-9000 2.2GHz",4,"128GB ",SSD,"AMD "," Radeon R2 Graphics","Windows 10",2.20,18595
674,HP,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"128GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",1.63,37243
675,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.40,68944
676,Asus,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.10,60473
677,HP,"2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel "," Celeron Dual Core N3350 1.1GHz",8,"64GB ",STORAGE,"Intel "," HD Graphics 500","Chrome OS",1.40,26374
678,LG,Ultrabook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.09,122491
679,Acer,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",16,"256GB ",SSD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.50,69211
680,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.20,53168
681,Asus,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"128GB ",SSD,"Intel "," HD Graphics 500","Windows 10",1.86,22324
682,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",3.21,109277
683,HP,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"256GB ",SSD,"AMD "," Radeon R5 520","Windows 10",2.50,37243
684,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"512GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.19,79867
685,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7820HK 2.9GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",3.49,149917
686,HP,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"AMD "," Radeon 520","Windows 10",1.86,32640
687,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M430","Windows 10",2.20,29073
688,HP,Notebook,17.3,"IPS Panel Full HD 1920x1080","AMD "," A10-Series 9600P 2.4GHz",6,"2TB ",HDD,"AMD "," Radeon R7 M440","Windows 10",2.65,30316
689,Lenovo,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core 3855U 1.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics 510","Windows 10",2.10,16943
690,Acer,Notebook,14.0,1366x768,"Intel "," Celeron Dual Core 3855U 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 510","Chrome OS",1.45,19980
691,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.70,37243
692,HP,Workstation,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"500GB ",HDD,"Nvidia "," Quadro M1200","Windows 10",3.14,101658
693,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen 2560x1440","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.42,137995
694,Toshiba,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.50,51841
695,Acer,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3050 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics","Windows 10",1.40,14332
696,Lenovo,"2 in 1 Convertible",14.0,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.38,93187
697,Asus,"2 in 1 Convertible",12.5,"Full HD / Touchscreen 1920x1080","Intel "," Core M M3-6Y30 0.9GHz",4,"64GB ",STORAGE,"Intel "," HD Graphics 515","Chrome OS",1.20,35644
698,Toshiba,Ultrabook,13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 6500U 2.5GHz",16,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.36,100007
700,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.56,43636
701,Lenovo,Notebook,15.6,"Full HD 1920x1080","AMD "," A9-Series 9420 2.9GHz",4,"256GB ",SSD,"AMD "," Radeon 530","Windows 10",2.20,21259
702,Lenovo,Notebook,15.6,1366x768,"AMD "," A12-Series 9720P 3.6GHz",8,"1TB ",HDD,"AMD "," Radeon R7","Windows 10",2.20,22857
703,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.10,33111
704,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","No OS",1.90,23976
705,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.18,42358
706,Acer,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 8250U 1.6GHz",1,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.60,53227
707,Lenovo,Workstation,15.6,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",16,"512GB ",SSD,"Nvidia "," Quadro M520M","Windows 7",2.18,98834
708,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6300HQ 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.80,63456
709,HP,Notebook,17.3,"IPS Panel Full HD 1920x1080","AMD "," A10-Series 9620P 2.5GHz",6,"2TB ",HDD,"AMD "," Radeon 530","Windows 10",2.71,34899
710,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.50,66547
711,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7440HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX",Linux,1.64,58022
712,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Intel "," HD Graphics 620",Linux,1.98,38681
713,Asus,Notebook,14.0,"Full HD 1920x1080","Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.50,15877
714,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.93,76012
715,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 920MX","Windows 10",1.87,45665
716,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.90,62817
717,Lenovo,Notebook,15.6,1366x768,"AMD "," A6-Series 7310 2GHz",4,"500GB ",HDD,"AMD "," Radeon R4","Windows 10",2.19,15877
718,Mediacom,Notebook,14.0,"IPS Panel Full HD 1920x1200","Intel "," Atom Z8350 1.92GHz",4,"32GB ",HDD,"Intel "," HD Graphics 400","Windows 10",1.40,14119
719,HP,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",2.63,63936
720,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ 2560x1440","Intel "," Core i7 6500U 2.5GHz",64,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.17,89864
721,HP,"2 in 1 Convertible",13.3,"IPS Panel Touchscreen 1366x768","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.58,44574
722,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.32,79867
723,Dell,Gaming,17.3,"4K Ultra HD 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",32,"1TB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.36,194973
724,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.70,71847
725,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","No OS",1.90,26102
727,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.71,34579
728,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"AMD "," Radeon R7 M445",Linux,2.32,31410
729,HP,Notebook,15.6,"Full HD 1920x1080","AMD "," A9-Series 9420 3GHz",4,"1TB ",HDD,"AMD "," Radeon 520","Windows 10",2.10,26054
730,Acer,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",4.20,103097
731,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",12,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.25,34579
732,HP,Notebook,15.6,"Full HD 1920x1080","AMD "," A9-Series A9-9420 3GHz",6,"128GB ",HDD,"AMD "," Radeon 520","Windows 10",2.10,34632
733,Acer,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.40,29784
734,Lenovo,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.44,51149
735,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.85,41505
736,HP,Workstation,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",SSD,"Nvidia "," Quadro M2200","Windows 10",2.60,128884
737,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"1TB ",HDD,"Intel "," UHD Graphics 620","Windows 10",1.55,35112
738,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",1.80,111594
739,Acer,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.40,21887
740,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"128GB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.00,64309
741,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.00,35431
742,Toshiba,Notebook,14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.25,81785
743,Lenovo,"2 in 1 Convertible",14.0,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.70,53227
744,Lenovo,Workstation,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 7600U 2.8GHz",16,"1TB ",SSD,"Nvidia "," Quadro M520M","Windows 10",2.50,175771
745,Acer,Notebook,14.0,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",2,"32GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.68,17582
746,Samsung,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",0.81,87859
748,Dell,Notebook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.60,60031
749,HP,Workstation,17.3,"IPS Panel Full HD 1920x1080","Intel "," Xeon E3-1535M v5 2.9GHz",16,"256GB ",SSD,"Nvidia "," Quadro M2000M","Windows 7",3.00,233846
750,Lenovo,Netbook,11.6,"Touchscreen 1366x768","Intel "," Celeron Dual Core N3060 1.6GHz",4,"128GB ",SSD,"Intel "," HD Graphics 400","Windows 10",1.40,25308
751,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6300U 2.4GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.84,101232
752,Asus,Notebook,15.6,1366x768,"Intel "," Core i5 6300HQ 2.3GHz",4,"1TB ",HDD,"Nvidia "," GeForce GTX 950M","No OS",2.45,30849
754,Asus,Notebook,15.6,1366x768,"Intel "," Core i7 7500U 2.7GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.37,45283
755,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel "," Core i5 6260U 1.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 540","Windows 10",1.30,63883
756,HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.20,58555
757,HP,Workstation,15.6,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",8,"256GB ",SSD,"Nvidia "," Quadro M1000M","Windows 7",2.59,83170
758,Dell,Gaming,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.42,152860
759,Acer,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.10,31915
760,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.50,55837
761,Dell,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i7 7600U 2.8GHz",16,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.18,99048
762,Google,Ultrabook,12.3,"Touchscreen 2400x1600","Intel "," Core i5 7Y57 1.2GHz",8,"256GB ",SSD,"Intel "," HD Graphics 615","Chrome OS",1.10,83064
763,Asus,Ultrabook,13.3,"IPS Panel Quad HD+ 3200x1800","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.20,60153
764,Dell,Notebook,13.3,1366x768,"Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.65,45235
765,Acer,Notebook,13.3,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.60,34898
766,Asus,Notebook,17.3,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Nvidia "," GeForce 920MX","Windows 10",2.80,25060
767,Dell,Gaming,15.6,"IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel "," Core i7 6700HQ 2.6GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 960M","Windows 10",2.72,58555
768,Samsung,Ultrabook,13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.31,85195
769,Acer,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 505",Linux,2.10,15877
770,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,,,"AMD "," Radeon R7 M445","Windows 10",2.30,62938
771,Samsung,"2 in 1 Convertible",15.0,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"256GB ",SSD,"AMD "," Radeon 540","Windows 10",1.71,95851
772,Toshiba,Notebook,14.0,"IPS Panel 1366x768","Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.75,54346
773,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.62,58555
775,Asus,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",12,"2TB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.30,44702
776,Lenovo,Notebook,15.6,"4K Ultra HD 3840x2160","Intel "," Core i7 6820HQ 2.7GHz",16,"512GB ",SSD,"Nvidia "," Quadro M2000M","Windows 7",2.50,126274
777,Acer,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.80,33886
778,Razer,Gaming,14.0,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce GTX 1060","Windows 10",1.95,154459
779,Asus,Notebook,15.6,1920x1080,"Intel "," Pentium Dual Core N4200 1.1GHz",8,"128GB ",SSD,"Intel "," HD Graphics 505","Windows 10",2.00,31004
780,Dell,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",32,"1TB ",HDD,"Nvidia "," GeForce GTX 1070M","Windows 10",4.42,191211
781,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.30,125208
782,Toshiba,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6600U 2.6GHz",16,"512GB ",SSD,"Nvidia "," GeForce 930M","Windows 10",1.47,93986
783,Lenovo,Notebook,15.6,1366x768,"Intel "," Celeron Quad Core N3710 1.6GHz",8,"1TB ",HDD,"Intel "," HD Graphics 405","No OS",2.20,17529
784,Lenovo,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.70,122491
785,MSI,Gaming,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",1.60,100752
786,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.20,58022
787,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",4,"1TB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.40,53227
788,Acer,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",4.20,122491
789,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.62,52481
790,Asus,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX1060","Windows 10",2.24,71342
791,Vero,Notebook,14.0,1920x1080,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.22,10811
792,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.37,104962
793,Lenovo,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"AMD "," Radeon R7 M460","Windows 10",2.08,51096
794,Apple,Ultrabook,12.0,"IPS Panel Retina Display 2304x1440","Intel "," Core M 1.2GHz",8,"512GB ",STORAGE,"Intel "," HD Graphics 5300","Mac OS X",0.92,62071
795,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Touchscreen 2560x1440","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.42,124142
796,Asus,Notebook,14.0,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.63,15931
797,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.95,43157
798,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.38,71875
799,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",8,"256GB ",SSD,"AMD "," Radeon R5 M420X","Windows 10",2.00,39374
800,HP,Workstation,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," Quadro M2200","Windows 10",3.14,110018
801,Asus,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.37,58555
802,Dell,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.29,79867
803,Dell,Notebook,15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.06,93187
804,Dell,Netbook,11.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"128GB ",SSD,"Intel "," HD Graphics 505","Windows 10",1.63,39640
805,HP,Netbook,12.5,1366x768,"Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.26,74006
806,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.10,41558
807,HP,Notebook,15.6,1366x768,"AMD "," A12-Series 9700P 2.5GHz",8,"2TB ",HDD,"AMD "," Radeon R7 Graphics","Windows 10",2.04,33513
808,Dell,Gaming,15.6,"4K Ultra HD 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.62,89457
809,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Nvidia "," GeForce 920M","Windows 10",2.40,32448
810,HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",12,"1TB ",HDD,"AMD "," Radeon RX 580","Windows 10",3.74,93187
811,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",2.90,128671
812,Samsung,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",0.81,79867
813,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce GT 940MX","Windows 10",1.98,51202
814,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"AMD "," Radeon R5 M420","Windows 10",2.18,42081
